id,title,genre,releaseYear
7793,Before the Electric Theater,Romance,1988
7794,A Bright Castle,Comedy,1983
7795,Before the Lonely Mirror,Horror,1970
7796,Brooklyn Galaxy,Crime,1973
7797,After Seoul Chapter 8,Thriller,2000
7798,Ocean Theory Part 9,Animation,1998
7799,Night of Paris,Crime,1998
7800,Return to Nevada,Sci-Fi,2022
7801,Ancient Galaxy Part 4,Adventure,2009
7802,Boston Bridge,Romance,2006
7803,Theater Theory Part 3,Horror,1988
7804,Return to Paris,Horror,1975
7805,After Cairo Chapter 3,Drama,1989
7806,Storm Theory Part 11,Horror,1986
7807,Wild Bridge Part 11,Adventure,2002
7808,The Crystal Shadow Case 9,Crime,2000
7809,The Frozen Horizon Case 12,Drama,2022
7810,Boston Memory,Drama,1976
7811,After London Chapter 12,Sci-Fi,2022
7812,The Frozen Storm,Animation,1991
7813,Before the Lonely Storm,Horror,2024
7814,The Royal Planet,Crime,2007
7815,Before the Midnight Shadow,Fantasy,1999
7816,The Urban Empire Case 12,Drama,2007
7817,The Last Memory Case 11,Horror,2025
7818,City of Berlin,Adventure,2020
7819,The Midnight Theater Case 7,Thriller,1986
7820,After Sydney Chapter 6,Crime,1990
7821,Legend Theory Part 4,Sci-Fi,2014
7822,Bridge from Avalon,Animation,1986
7823,Beyond the Modern Horizon,Adventure,2005
7824,A Savage Horizon,Mystery,2020
7825,Burning Secret Part 8,Adventure,1988
7826,Theater from Berlin,Sci-Fi,1993
7827,Inside the Secret Garden,Romance,2021
7828,Heart of Lisbon,Adventure,1988
7829,The Final Forest,Crime,2020
7830,Planet from Lisbon,Mystery,2000
7831,The Code of Venice,Action,1972
7832,Crystal Train Part 4,Crime,1977
7833,Before the Burning Ocean,Mystery,1971
7834,Before the Fallen Night,Animation,1998
7835,The Island of Dublin,Horror,2007
7836,After Tokyo Chapter 4,Crime,2021
7837,A Velvet Voyage,Thriller,2016
7838,A Silver Mirror,Sci-Fi,2001
7839,Planet from Seoul,Adventure,1977
7840,Gentle Carnival,Crime,1996
7841,Return to Kyoto,Sci-Fi,1983
7842,Whisper from Harbor,Action,1992
7843,Inside the Final Garden,Animation,2002
7844,Before the Crystal Machine,Sci-Fi,1991
7845,After Boston Chapter 5,Action,2016
7846,River Theory Part 5,Adventure,1989
7847,Mirror of Manila,Sci-Fi,2013
7848,Return to Berlin,Sci-Fi,1977
7849,Inside the Fallen Forest,Romance,2004
7850,A Scarlet Whisper,Adventure,1994
7851,Golden Legend Part 9,Thriller,2004
7852,Inside the First Heart,Adventure,2013
7853,The Bridge of Venice,Fantasy,2000
7854,Hidden Memory,Fantasy,2010
7855,The Heart of Berlin,Comedy,1972
7856,Beyond the Lost Machine,Animation,2017
7857,Return to Kyoto,Sci-Fi,2022
7858,Memory from Atlantis,Sci-Fi,2000
7859,After Cairo Chapter 5,Adventure,1983
7860,After Brooklyn Chapter 12,Fantasy,2012
7861,The First Theater Case 9,Action,1991
7862,Shadow Theory Part 12,Animation,2012
7863,Gentle Horizon Part 2,Romance,1982
7864,Legend of Dublin,Drama,2014
7865,Scarlet Train Part 12,Comedy,1995
7866,The Fallen Forest,Comedy,2002
7867,After Seoul Chapter 3,Comedy,2017
7868,First Shadow,Drama,1982
7869,Harbor Mirror,Adventure,1995
7870,Beyond the Bright Island,Comedy,1988
7871,Inside the Final Secret,Action,2026
7872,Before the Neon Storm,Crime,1994
7873,Castle of London,Comedy,2022
7874,Broken Dream Part 2,Romance,2018
7875,Beyond the Scarlet Heart,Comedy,2002
7876,City Theory Part 11,Adventure,1998
7877,Atlantis Signal,Comedy,2005
7878,The Carnival of Paris,Crime,1977
7879,A Lost Ocean,Comedy,2018
7880,Empire of Cairo,Animation,2001
7881,Carnival Theory Part 9,Mystery,2017
7882,Beyond the Velvet Legend,Comedy,2023
7883,Frozen City Part 2,Action,1994
7884,Beyond the Quantum Memory,Animation,2015
7885,Silver Bridge Part 11,Thriller,1972
7886,A Velvet Night,Romance,1972
7887,Inside the Midnight River,Fantasy,2008
7888,Inside the Neon Shadow,Comedy,1975
7889,Forest Theory Part 4,Horror,2023
7890,The Urban Storm,Fantasy,1991
7891,A Frozen City,Comedy,1976
7892,Before the Electric Memory,Fantasy,2018
7893,Shadow Theory Part 11,Thriller,2000
7894,A First Forest,Horror,2003
7895,Royal Whisper,Animation,1971
7896,The Last Mirror Case 4,Crime,2023
7897,River from Sydney,Adventure,2016
7898,Ancient River,Comedy,1996
7899,The Frozen Legend,Adventure,1986
7900,A Secret Carnival,Crime,2021
7901,The Code of Cairo,Comedy,2009
7902,Inside the Silver Empire,Mystery,2005
7903,Return to Sahara,Sci-Fi,1998
7904,A Hidden Shadow,Crime,2010
7905,Inside the Wild Shadow,Drama,2001
7906,Return to Prague,Romance,2001
7907,A Broken River,Drama,2020
7908,Planet Theory Part 6,Drama,2007
7909,The Dark River Case 5,Adventure,1993
7910,After Sahara Chapter 5,Drama,2008
7911,Planet from Prague,Fantasy,2007
7912,Before the Crystal Heart,Animation,1998
7913,Return to Dublin,Crime,1990
7914,Before the Quantum Ocean,Thriller,1978
7915,Night from Brooklyn,Horror,1997
7916,Silent Archive,Sci-Fi,1970
7917,Signal from Tokyo,Thriller,2006
7918,Empire from Mars,Adventure,2004
7919,The Endless Bridge Case 5,Horror,2000
7920,The Scarlet River,Horror,1984
7921,The Empire of Nevada,Comedy,2020
7922,Before the Velvet Code,Animation,2025
7923,Voyage from Iceland,Crime,1994
7924,Memory from Berlin,Thriller,2015
7925,Whisper of Tokyo,Thriller,1989
7926,Return to Seoul,Thriller,2000
7927,After Rome Chapter 12,Animation,1987
7928,Beyond the Golden Night,Romance,2026
7929,A Quantum Promise,Mystery,2008
7930,After Paris Chapter 3,Sci-Fi,1979
7931,Voyage of Boston,Comedy,2008
7932,Train Theory Part 11,Thriller,2024
7933,The Burning Memory Case 2,Fantasy,1989
7934,Castle Theory Part 11,Sci-Fi,1982
7935,Horizon of Sahara,Adventure,1973
7936,Lisbon Train,Thriller,1989
7937,Lost Forest,Drama,1975
7938,After Boston Chapter 9,Action,2007
7939,Before the Lonely Machine,Romance,2023
7940,Beyond the Rising Promise,Adventure,2017
7941,Planet of Seoul,Mystery,1999
7942,Modern Mirror,Adventure,2000
7943,After London Chapter 4,Adventure,2008
7944,Cairo Galaxy,Comedy,2017
7945,A Burning Castle,Drama,2007
7946,The Crystal Planet Case 5,Crime,2001
7947,Beyond the First Theater,Drama,1989
7948,Mirror from Cairo,Comedy,1993
7949,Before the Ancient Heart,Romance,2011
7950,A Golden Forest,Comedy,2022
7951,Inside the Modern River,Crime,2012
7952,The Modern Garden,Comedy,1997
7953,The Rising Promise Case 12,Crime,1971
7954,Beyond the Bright Shadow,Comedy,2009
7955,Beyond the Velvet Forest,Animation,1973
7956,Return to Manila,Fantasy,1981
7957,Before the Dark River,Sci-Fi,2004
7958,The Theater of Kyoto,Adventure,2003
7959,After Prague Chapter 4,Horror,2024
7960,Return to Kyoto,Action,2024
7961,The Crystal Voyage Case 5,Action,2015
7962,Rome Road,Mystery,2021
7963,Before the Ancient River,Action,1974
7964,The Hidden Galaxy,Comedy,2006
7965,Mirror of Kyoto,Adventure,2007
7966,Beyond the Ancient Secret,Thriller,2003
7967,A Secret River,Horror,1983
7968,After Avalon Chapter 3,Fantasy,1992
7969,The Hidden Castle,Fantasy,2014
7970,A Final Voyage,Horror,1988
7971,Return to Berlin,Horror,2011
7972,Inside the Royal Mirror,Horror,2017
7973,Inside the Electric Machine,Animation,2011
7974,Inside the Rising City,Thriller,2005
7975,The Quantum Theater,Adventure,1990
7976,Inside the Modern Night,Animation,1977
7977,A Crystal City,Romance,1973
7978,Archive of Dublin,Animation,1997
7979,Before the Ancient Whisper,Thriller,1983
7980,Voyage Theory Part 10,Crime,1987
7981,Theater from Seoul,Fantasy,2001
7982,Boston Archive,Horror,1991
7983,The Silver Carnival Case 11,Comedy,1970
7984,Promise Theory Part 11,Sci-Fi,2002
7985,Brooklyn Whisper,Comedy,2016
7986,The Whisper of Dublin,Action,2023
7987,The Crystal Promise Case 8,Action,2026
7988,Return to Dublin,Sci-Fi,2002
7989,Return to Avalon,Action,2003
7990,Neon Castle,Drama,2018
7991,Beyond the Final Night,Drama,1990
7992,After Avalon Chapter 6,Drama,2024
7993,The Final Night,Sci-Fi,1972
7994,Theater from Tokyo,Sci-Fi,2019
7995,Road Theory Part 5,Horror,2017
7996,Royal Road,Animation,1971
7997,Inside the Quantum Promise,Crime,2006
7998,Before the Wild Castle,Mystery,1981
7999,Before the Wild City,Crime,1980
8000,Bridge from Dublin,Thriller,1987
8001,After Prague Chapter 11,Animation,1990
8002,After Brooklyn Chapter 2,Action,2006
8003,Last Garden Part 2,Drama,2013
8004,Forest of Havana,Mystery,1972
8005,Tokyo Mirror,Animation,1999
8006,Machine of Dublin,Sci-Fi,1996
8007,The Forest of Tokyo,Sci-Fi,2002
8008,Paris Signal,Drama,1998
8009,Promise of Berlin,Action,2003
8010,Voyage Theory Part 5,Mystery,1995
8011,The Electric Whisper Case 9,Animation,1971
8012,The Theater of Sydney,Horror,1987
8013,Inside the Frozen Memory,Drama,1974
8014,Galaxy of Seoul,Drama,1976
8015,A Dark Dream,Sci-Fi,2012
8016,A Rising Signal,Adventure,2025
8017,Storm from Berlin,Fantasy,2001
8018,Inside the Bright Empire,Adventure,2002
8019,Shadow from Lisbon,Fantasy,1991
8020,The Machine of Havana,Thriller,1973
8021,After Paris Chapter 9,Comedy,1987
8022,The Golden Bridge,Adventure,1997
8023,The Hidden Storm Case 7,Adventure,2022
8024,The Gentle Empire Case 11,Animation,1995
8025,After Kyoto Chapter 12,Action,2008
8026,Beyond the Crystal Code,Comedy,2003
8027,Beyond the Last Promise,Fantasy,2017
8028,Before the Burning Signal,Drama,1986
8029,Return to Mars,Mystery,1971
8030,The Final Garden Case 6,Sci-Fi,2017
8031,After Prague Chapter 2,Horror,1989
8032,River of Kyoto,Romance,2023
8033,The Scarlet Forest Case 4,Action,2012
8034,Crystal Mirror,Comedy,2011
8035,Lisbon City,Crime,1979
8036,Crystal Code Part 9,Drama,1997
8037,Before the Ancient Night,Mystery,2017
8038,Quantum Carnival,Comedy,2000
8039,Garden from Tokyo,Comedy,1994
8040,Beyond the Midnight Galaxy,Action,1970
8041,The Night of Mars,Fantasy,1974
8042,Road of Sydney,Fantasy,1981
8043,The Bridge of Cairo,Fantasy,1983
8044,The Royal Secret Case 5,Action,1989
8045,A Golden Promise,Comedy,2018
8046,Code of Paris,Drama,1982
8047,After Dublin Chapter 4,Drama,2011
8048,The Rising Memory,Drama,2000
8049,The Dark Archive,Fantasy,1990
8050,After Dublin Chapter 6,Crime,2003
8051,After Manila Chapter 9,Fantasy,1984
8052,Promise of Prague,Animation,1990
8053,Beyond the Modern Legend,Drama,2023
8054,After Seoul Chapter 10,Comedy,2006
8055,A Rising Theater,Romance,2013
8056,A Neon Secret,Thriller,1974
8057,A Golden Machine,Horror,2018
8058,Inside the Velvet Signal,Sci-Fi,1996
8059,The Savage Whisper Case 9,Action,2004
8060,A Silent Memory,Animation,2019
8061,Fallen Dream,Action,2007
8062,River of Brooklyn,Drama,2013
8063,Return to Dublin,Romance,1990
8064,Mirror from Dublin,Mystery,1998
8065,Havana Galaxy,Action,1982
8066,City from Manila,Comedy,2026
8067,The Midnight Night Case 7,Sci-Fi,2001
8068,A Silent Carnival,Horror,2013
8069,Final Night Part 7,Animation,1984
8070,Secret of Dublin,Animation,1989
8071,The Velvet Storm Case 11,Mystery,2001
8072,The Electric Planet,Mystery,1971
8073,A Velvet Bridge,Animation,1983
8074,Storm from Manila,Thriller,1990
8075,Code of Sydney,Fantasy,1998
8076,Bright Bridge Part 9,Horror,1995
8077,Ancient Heart,Comedy,2015
8078,Nevada Train,Sci-Fi,2006
8079,Inside the Burning Machine,Horror,1986
8080,Horizon of Berlin,Sci-Fi,1978
8081,Beyond the Savage Bridge,Drama,2001
8082,The Burning River,Mystery,1981
8083,Promise Theory Part 2,Horror,1976
8084,Whisper Theory Part 8,Animation,1971
8085,River Theory Part 8,Thriller,1995
8086,The Velvet Promise,Adventure,1988
8087,Before the First Bridge,Romance,2013
8088,After Havana Chapter 6,Horror,1973
8089,Before the Savage River,Sci-Fi,1990
8090,Ancient Horizon Part 9,Crime,2018
8091,Castle of Rome,Sci-Fi,2009
8092,Beyond the First Garden,Mystery,2013
8093,The Broken Heart Case 12,Horror,2023
8094,Shadow of Seoul,Comedy,2011
8095,A Velvet Theater,Romance,2000
8096,The Urban Galaxy,Thriller,2016
8097,A Secret Legend,Fantasy,1996
8098,The Shadow of Berlin,Crime,1994
8099,City Theory Part 3,Comedy,1986
8100,A Bright Heart,Action,1977
8101,Inside the Golden Code,Animation,1990
8102,The Velvet Mirror Case 6,Action,1987
8103,Ocean from Seoul,Horror,1973
8104,Planet of Harbor,Mystery,1981
8105,Before the Final Promise,Sci-Fi,2025
8106,Silver Night Part 5,Adventure,1970
8107,After Lisbon Chapter 5,Action,1991
8108,Horizon Theory Part 12,Fantasy,2018
8109,Quantum Archive Part 5,Comedy,1999
8110,A Velvet Planet,Adventure,2004
8111,The Bright Archive,Thriller,2011
8112,Whisper from Havana,Animation,2014
8113,Inside the Silver Memory,Sci-Fi,2018
8114,The Promise of Boston,Sci-Fi,1992
8115,Return to Kyoto,Fantasy,2018
8116,Inside the Golden Secret,Comedy,1981
8117,A Quantum Planet,Romance,1999
8118,Frozen Empire Part 4,Adventure,2022
8119,After Paris Chapter 10,Crime,2010
8120,Theater of Avalon,Crime,1990
8121,Dream Theory Part 8,Horror,1998
8122,Empire from Sahara,Animation,2006
8123,The Ocean of Manila,Romance,2011
8124,Machine of Nevada,Romance,1987
8125,Voyage of Cairo,Drama,1981
8126,Return to Sahara,Comedy,2007
8127,Manila Carnival,Drama,2003
8128,The Empire of Sahara,Comedy,2017
8129,Storm Theory Part 4,Romance,1997
8130,A Last Empire,Romance,1997
8131,Return to Nevada,Crime,1999
8132,The Urban Code Case 7,Romance,2015
8133,The Broken Road,Animation,1979
8134,The Dark Machine,Thriller,1979
8135,Return to Kyoto,Mystery,1973
8136,Beyond the Frozen Promise,Comedy,2017
8137,Forest from Sydney,Animation,1983
8138,A Fallen Garden,Crime,2008
8139,City from Cairo,Adventure,1995
8140,Urban Mirror Part 2,Sci-Fi,2001
8141,The Modern Bridge,Sci-Fi,2001
8142,The Horizon of Paris,Romance,2004
8143,Storm Theory Part 2,Comedy,2019
8144,Nevada Code,Drama,1978
8145,After Nevada Chapter 6,Comedy,1976
8146,Planet from Mars,Sci-Fi,1973
8147,Beyond the Lonely Ocean,Thriller,1998
8148,The Carnival of Venice,Sci-Fi,1983
8149,Inside the Lonely Night,Crime,1983
8150,The Last Promise Case 5,Horror,2002
8151,Before the Last Voyage,Horror,2003
8152,River Theory Part 5,Crime,1979
8153,Before the Last Ocean,Animation,1974
8154,The Bridge of Paris,Horror,2007
8155,After Paris Chapter 10,Sci-Fi,2012
8156,After Berlin Chapter 6,Mystery,2026
8157,Castle from Manila,Romance,1980
8158,Archive from Harbor,Action,1992
8159,Frozen Forest Part 9,Comedy,1996
8160,Silent Garden Part 6,Action,1986
8161,Savage Horizon,Sci-Fi,1999
8162,The Mirror of Prague,Sci-Fi,1982
8163,Lost Theater,Action,2020
8164,Road from Dublin,Fantasy,1996
8165,Inside the Crystal Island,Thriller,1990
8166,Mirror of Berlin,Sci-Fi,1972
8167,The Machine of Manila,Comedy,1981
8168,The Planet of Kyoto,Crime,1979
8169,Island Theory Part 4,Adventure,1999
8170,The Scarlet Road Case 10,Action,2020
8171,Night from Nevada,Mystery,2002
8172,Planet from Atlantis,Thriller,2011
8173,Night of Havana,Comedy,2012
8174,Inside the Modern Night,Adventure,2010
8175,Before the Lost Theater,Animation,2026
8176,Before the Bright Archive,Romance,2005
8177,The Scarlet Forest Case 5,Thriller,1987
8178,Inside the Urban Road,Adventure,1982
8179,Beyond the Silver Dream,Action,1990
8180,Archive Theory Part 7,Animation,1986
8181,A Burning Empire,Crime,1993
8182,A Lonely Memory,Mystery,1985
8183,The Lonely Dream Case 4,Crime,1999
8184,Seoul Galaxy,Sci-Fi,1970
8185,After Harbor Chapter 9,Drama,2011
8186,Voyage Theory Part 5,Comedy,1988
8187,A Secret Signal,Fantasy,1977
8188,The Ancient Empire,Thriller,2019
8189,The Gentle Dream,Animation,1981
8190,Castle Theory Part 3,Animation,2011
8191,Before the Last Code,Mystery,1991
8192,Code of Berlin,Comedy,2024
8193,Beyond the Wild Forest,Drama,2008
8194,Carnival of Mars,Drama,2008
8195,Beyond the Lonely Storm,Adventure,1987
8196,Beyond the Scarlet Secret,Mystery,2001
8197,Garden of London,Comedy,2009
8198,Silver Castle,Thriller,1973
8199,After Atlantis Chapter 10,Adventure,2006
8200,Return to Dublin,Romance,2004
8201,Before the Last Horizon,Drama,2021
8202,Return to Boston,Animation,1978
8203,Inside the Urban Empire,Mystery,1989
8204,After Harbor Chapter 8,Animation,1986
8205,Train from Venice,Romance,1973
8206,Inside the Royal Machine,Animation,1983
8207,Planet from Lisbon,Romance,2019
8208,Modern Legend,Comedy,1984
8209,Avalon Theater,Horror,2016
8210,After Nevada Chapter 2,Comedy,1976
8211,Last Archive,Fantasy,2018
8212,Hidden River,Adventure,2005
8213,The Mirror of Sahara,Crime,1977
8214,A Fallen Archive,Mystery,1995
8215,Horizon from London,Adventure,1976
8216,Code of Sydney,Adventure,1999
8217,The Final Secret,Animation,1978
8218,Shadow of Mars,Comedy,2008
8219,Castle of Harbor,Mystery,1972
8220,Sydney Planet,Drama,2015
8221,The Silver Shadow Case 3,Mystery,1970
8222,Theater from Brooklyn,Thriller,1975
8223,The Midnight Voyage,Crime,2014
8224,Shadow of London,Horror,1987
8225,Beyond the Hidden Empire,Thriller,1972
8226,Beyond the Quantum Road,Horror,2007
8227,Memory of Mars,Action,1995
8228,Urban Heart,Fantasy,1970
8229,Beyond the Lonely Legend,Mystery,2011
8230,Inside the Savage Night,Thriller,1979
8231,The Train of Havana,Animation,1985
8232,Inside the Ancient Planet,Thriller,1987
8233,After Manila Chapter 4,Drama,1977
8234,After Sahara Chapter 11,Animation,2011
8235,Broken Theater,Horror,2025
8236,Before the Urban Road,Horror,1970
8237,Scarlet Legend Part 12,Animation,1986
8238,A Scarlet Heart,Sci-Fi,1996
8239,Carnival of Sahara,Crime,2018
8240,Tokyo Signal,Drama,1970
8241,Inside the Golden Mirror,Drama,2015
8242,Inside the Velvet Island,Action,2023
8243,Inside the Silver Storm,Romance,1993
8244,Voyage from Seoul,Drama,1974
8245,The Gentle Garden,Animation,2012
8246,Beyond the Royal Whisper,Comedy,2013
8247,Endless Storm Part 6,Mystery,1993
8248,Before the Silver Promise,Fantasy,1977
8249,Wild Theater Part 11,Mystery,1984
8250,A Broken Galaxy,Crime,2008
8251,Return to Iceland,Adventure,2018
8252,Before the Burning Memory,Action,1981
8253,Empire Theory Part 2,Comedy,2026
8254,Theater from Prague,Romance,1994
8255,Planet from Venice,Comedy,2024
8256,Bridge of Atlantis,Sci-Fi,1991
8257,Inside the Silver Garden,Comedy,2021
8258,Wild Memory,Mystery,1994
8259,Return to Venice,Comedy,2000
8260,The Legend of Sydney,Animation,1991
8261,City from Paris,Crime,2024
8262,The Whisper of Berlin,Animation,2019
8263,The River of Havana,Crime,2024
8264,City Theory Part 9,Sci-Fi,2024
8265,After Havana Chapter 4,Thriller,1991
8266,Inside the Gentle Horizon,Fantasy,1973
8267,The Bridge of Lisbon,Drama,2000
8268,Dark Bridge,Drama,2011
8269,Inside the Ancient Signal,Adventure,2017
8270,The Last Forest Case 9,Fantasy,1991
8271,The Dark Signal Case 11,Crime,1973
8272,The Night of Brooklyn,Fantasy,1975
8273,Empire of Boston,Mystery,2001
8274,Inside the First Night,Adventure,2003
8275,Return to Paris,Animation,2007
8276,Voyage of Cairo,Fantasy,1982
8277,The Storm of Dublin,Adventure,1974
8278,Inside the Wild Castle,Sci-Fi,1993
8279,Beyond the Lost Night,Drama,1987
8280,Before the Frozen Mirror,Sci-Fi,1971
8281,Return to Mars,Fantasy,1983
8282,Inside the Rising Whisper,Mystery,2022
8283,Lonely Memory,Comedy,2023
8284,Return to Nevada,Sci-Fi,2021
8285,Inside the Secret Secret,Adventure,2016
8286,The Endless City Case 6,Thriller,2023
8287,Paris Empire,Adventure,2019
8288,Beyond the Crystal City,Thriller,1995
8289,A Hidden Night,Fantasy,2019
8290,Inside the Urban Carnival,Animation,1972
8291,Inside the Hidden Mirror,Drama,2016
8292,The Lost Archive Case 2,Thriller,2015
8293,Royal City,Animation,1998
8294,Before the Scarlet Archive,Mystery,1978
8295,Horizon Theory Part 2,Thriller,2012
8296,Beyond the Endless Whisper,Animation,2004
8297,Code of Nevada,Comedy,2000
8298,Road of Harbor,Thriller,2023
8299,Machine from Nevada,Crime,1971
8300,The Rising Voyage Case 10,Crime,1987
8301,Atlantis Train,Horror,2012
8302,The Dream of Rome,Romance,1999
8303,A Burning Planet,Fantasy,2026
8304,Lost Secret Part 10,Action,2024
8305,Return to Sydney,Thriller,1985
8306,City from London,Comedy,1973
8307,City of London,Romance,1977
8308,After Avalon Chapter 10,Horror,1995
8309,Before the Lost Code,Adventure,2006
8310,Promise from Atlantis,Mystery,1988
8311,Before the Ancient Carnival,Sci-Fi,2007
8312,The Ancient Train,Mystery,1988
8313,The Dark Castle Case 3,Comedy,2010
8314,Inside the Frozen Memory,Adventure,1988
8315,Beyond the Wild Code,Comedy,1977
8316,Archive of Prague,Action,1976
8317,River of Boston,Comedy,1994
8318,Legend Theory Part 7,Horror,2016
8319,Inside the Bright Forest,Animation,2024
8320,Inside the Rising Ocean,Thriller,1978
8321,Return to Manila,Crime,1991
8322,Return to Lisbon,Crime,2007
8323,After Tokyo Chapter 7,Fantasy,1996
8324,Crystal Bridge,Drama,1980
8325,Island of Rome,Animation,1997
8326,Secret Machine,Drama,1999
8327,After Cairo Chapter 7,Thriller,1989
8328,Before the Lost Storm,Mystery,1986
8329,After Seoul Chapter 12,Crime,1993
8330,Before the First Planet,Comedy,1988
8331,Return to Lisbon,Comedy,2024
8332,Iceland Secret,Romance,2008
8333,The Storm of Tokyo,Drama,1976
8334,Return to Lisbon,Adventure,2015
8335,Silver Forest,Drama,1988
8336,After London Chapter 6,Horror,1978
8337,After London Chapter 4,Adventure,1985
8338,Dream Theory Part 6,Adventure,1985
8339,Silver Road Part 10,Crime,2010
8340,Return to Berlin,Fantasy,2020
8341,After Seoul Chapter 4,Action,2003
8342,Neon Forest Part 10,Adventure,2005
8343,Beyond the Ancient Signal,Romance,2003
8344,Night of London,Sci-Fi,1973
8345,Beyond the Golden Theater,Romance,1975
8346,A Hidden Archive,Horror,2012
8347,Signal of Mars,Drama,2025
8348,After Venice Chapter 9,Romance,2026
8349,Silent Heart,Mystery,2024
8350,Heart Theory Part 7,Sci-Fi,1972
8351,After Berlin Chapter 8,Horror,2003
8352,Return to Boston,Action,2011
8353,Return to Manila,Crime,2007
8354,After Seoul Chapter 8,Romance,2005
8355,Return to Prague,Adventure,1983
8356,The Wild Forest Case 12,Sci-Fi,2000
8357,Beyond the Silent City,Adventure,1970
8358,Sahara Machine,Mystery,2016
8359,Before the Fallen Empire,Animation,1975
8360,Inside the Frozen Carnival,Adventure,1972
8361,A Lonely Empire,Fantasy,2005
8362,Return to Mars,Animation,2015
8363,Shadow Theory Part 4,Romance,2022
8364,The Broken Promise Case 3,Fantasy,1996
8365,Before the First Dream,Comedy,2017
8366,The Fallen Empire,Romance,2007
8367,The Scarlet Forest Case 6,Thriller,1974
8368,Inside the Urban Road,Action,2007
8369,A Quantum Voyage,Drama,1998
8370,Inside the Midnight Archive,Drama,2000
8371,Beyond the Secret Voyage,Comedy,2021
8372,Golden Signal,Crime,1976
8373,Berlin Galaxy,Animation,2022
8374,Quantum Galaxy Part 6,Animation,1986
8375,Bridge from Mars,Horror,2020
8376,The Code of Sydney,Action,1999
8377,Before the Modern Whisper,Adventure,2018
8378,The Final Legend Case 12,Mystery,1991
8379,Inside the Secret Garden,Mystery,1989
8380,The Fallen Planet,Comedy,1971
8381,The River of Avalon,Mystery,2017
8382,After Kyoto Chapter 9,Action,2005
8383,The Last River,Animation,2022
8384,Return to Brooklyn,Adventure,2023
8385,The Broken Archive Case 10,Mystery,2019
8386,Beyond the Wild Train,Horror,1984
8387,Kyoto Mirror,Crime,2001
8388,Inside the Frozen Island,Action,2026
8389,The Code of London,Romance,1998
8390,Return to Atlantis,Drama,2022
8391,The Dream of Sahara,Romance,1983
8392,Return to Kyoto,Drama,2007
8393,Return to Iceland,Crime,1987
8394,Machine Theory Part 6,Drama,1993
8395,The Archive of Manila,Comedy,2006
8396,Night from Paris,Drama,2014
8397,City of Rome,Comedy,1997
8398,Signal from Iceland,Romance,2010
8399,The Hidden Empire,Sci-Fi,2025
8400,Secret Archive Part 6,Comedy,1991
8401,Before the Gentle Code,Crime,2018
8402,The Legend of Iceland,Crime,2016
8403,Heart from Kyoto,Action,2010
8404,The Silent River,Mystery,1974
8405,Harbor Planet,Adventure,2016
8406,Memory Theory Part 8,Mystery,2018
8407,After Avalon Chapter 8,Sci-Fi,1971
8408,Return to Atlantis,Comedy,2014
8409,The Midnight Empire Case 2,Drama,2020
8410,Inside the Secret Shadow,Fantasy,2014
8411,The Modern Garden Case 4,Adventure,2008
8412,Frozen Mirror Part 9,Mystery,2021
8413,Return to Rome,Drama,1973
8414,Return to Havana,Mystery,2009
8415,Before the Dark River,Drama,1993
8416,Return to Mars,Fantasy,2019
8417,The Dark Promise,Drama,2022
8418,After Mars Chapter 9,Romance,1979
8419,The Broken Whisper,Crime,1971
8420,Before the First Empire,Drama,1985
8421,Iceland Dream,Crime,1998
8422,After London Chapter 12,Comedy,1987
8423,Code of Berlin,Fantasy,1998
8424,The Ocean of Tokyo,Fantasy,1975
8425,The Rising Galaxy,Thriller,1976
8426,The Crystal Bridge Case 9,Fantasy,1996
8427,Garden from Venice,Horror,1997
8428,Before the Silent Signal,Drama,1980
8429,City from Dublin,Thriller,2007
8430,The City of Rome,Crime,1983
8431,Beyond the Neon River,Sci-Fi,2020
8432,Ocean Theory Part 11,Adventure,1999
8433,Scarlet Heart,Action,1981
8434,After Paris Chapter 7,Horror,2000
8435,Beyond the Rising Dream,Comedy,1998
8436,A Secret Secret,Crime,1996
8437,A Royal Garden,Comedy,1999
8438,After Boston Chapter 7,Adventure,1989
8439,The Frozen Carnival Case 12,Thriller,2009
8440,After Sydney Chapter 3,Crime,2005
8441,The Secret River,Animation,1988
8442,Return to Sahara,Fantasy,2006
8443,Frozen Island Part 8,Adventure,2019
8444,The First Memory,Adventure,2025
8445,After Havana Chapter 3,Fantasy,1987
8446,Endless Memory,Animation,1978
8447,The Secret Night Case 5,Mystery,2013
8448,After Kyoto Chapter 5,Drama,2016
8449,Beyond the Silent Legend,Crime,1975
8450,Inside the Modern Empire,Mystery,2013
8451,The Last Dream Case 7,Crime,2017
8452,A Secret Planet,Mystery,2016
8453,Horizon from Prague,Horror,2026
8454,The Dream of Mars,Adventure,2017
8455,Broken Dream,Romance,2018
8456,Inside the Velvet Ocean,Action,1971
8457,Storm Theory Part 3,Adventure,1993
8458,After Seoul Chapter 9,Drama,1994
8459,Berlin Planet,Comedy,2005
8460,The Modern Planet,Animation,2020
8461,The Urban Secret Case 3,Comedy,1980
8462,Before the Savage Mirror,Action,1998
8463,After Iceland Chapter 9,Thriller,1980
8464,The Lost Voyage,Adventure,2018
8465,Return to Lisbon,Romance,1970
8466,Harbor Theater,Action,2000
8467,Memory from Prague,Mystery,1985
8468,The Archive of Brooklyn,Comedy,2006
8469,Shadow from Sydney,Horror,1975
8470,Neon Memory Part 9,Comedy,2026
